"";"Genera_Prefix";"Lineage_Name";"Lineage";"parasiteGenus";"order";"family";"genus";"species";"Host_Environment";"continent";"country";"Latitude";"Longitude";"strategy_3";"distance_4";"distance_quanti_RES0";"distance_quanti_ALL"
"1";"H_";"ABSUP01";"H_ABSUP01";"Haemoproteus";"Passeriformes";"Sylviidae";"Abroscopus";"Abroscopus_superciliaris";"Wild";"Asia";"China";21,5833333333333;101,7;"resident";"resident";"0";"612.812083687553"
"2";"H_";"ABUCUJ01";"H_ABUCUJ01";"Haemoproteus";"Galliformes";"Cracidae";"Pipile";"Pipile_cujubi";"Wild";"South_America";"Brazil";-0,05;-50,4;"resident";"resident";"0";"405.091893038592"
"3";"H_";"ACAED01";"H_ACAED01";"Haemoproteus";"Passeriformes";"Nectariniidae";"Nectarinia";"Nectarinia_sperata";"Wild";"Asia";"India";0;0;"resident";"resident";"0";"639.899570834414"
"4";"H_";"ACAED01";"H_ACAED01";"Haemoproteus";"Passeriformes";"Cisticolidae";"Prinia";"Prinia_inornata";"Wild";"Asia";"India";0;0;"resident";"resident";"0";"775.474124794434"
"5";"H_";"ACAED01";"H_ACAED01";"Haemoproteus";"Passeriformes";"Sylviidae";"Acrocephalus";"Acrocephalus_aedon";"Wild";"Asia";"Myanmar";0;0;"strict_mig";"variable";"3037.58655577218";"3037.58655577218"
"6";"H_";"ACAED02";"H_ACAED02";"Haemoproteus";"Passeriformes";"Sylviidae";"Acrocephalus";"Acrocephalus_aedon";"Wild";"Asia";"China";42,0611111111111;117,627777777778;"strict_mig";"variable";"3037.58655577218";"3037.58655577218"
"7";"H_";"ACAED02";"H_ACAED02";"Haemoproteus";"Passeriformes";"Aegithalidae";"Aegithalos";"Aegithalos_caudatus";"Wild";"Asia";"China";42,45;115,433333333333;"resident";"resident";"0";"1315.15928332703"
"8";"H_";"ACAED02";"H_ACAED02";"Haemoproteus";"Passeriformes";"Fringillidae";"Emberiza";"Emberiza_elegans";"Wild";"Asia";"China";42,45;115,433333333333;"partial_mig";"short";"1356.45571657722";"1356.45571657722"
"9";"H_";"ACAED02";"H_ACAED02";"Haemoproteus";"Passeriformes";"Fringillidae";"Emberiza";"Emberiza_pusilla";"Wild";"Asia";"China";42,0611111111111;117,627777777778;"strict_mig";"long";"4035.35541003381";"4035.35541003381"
"10";"H_";"ACAED02";"H_ACAED02";"Haemoproteus";"Passeriformes";"Paridae";"Parus";"Parus_major";"Wild";"Asia";"China";42,45;115,433333333333;"resident";"resident";"0";"1627.12585057236"
"11";"H_";"ACAED02";"H_ACAED02";"Haemoproteus";"Passeriformes";"Paridae";"Parus";"Parus_venustulus";"Wild";"Asia";"China";42,45;115,433333333333;"partial_mig";"short";"702.154384614479";"702.154384614479"
"12";"H_";"ACAED02";"H_ACAED02";"Haemoproteus";"Passeriformes";"Sylviidae";"Phylloscopus";"Phylloscopus_proregulus";"Wild";"Asia";"China";42,45;115,433333333333;"resident";"resident";"0";"NA"
"13";"H_";"ACAED02";"H_ACAED02";"Haemoproteus";"Passeriformes";"Sittidae";"Sitta";"Sitta_europaea";"Wild";"Asia";"China";42,45;115,433333333333;"resident";"resident";"0";"1344.32913958605"
"14";"L_";"ACAFLA01";"L_ACAFLA01";"Leucocytozoon";"Passeriformes";"Fringillidae";"Carduelis";"Carduelis_flammea";"Wild";"North_America";"United_States";63,9461111111111;-146,38;"partial_mig";"variable";"1536.21779456656";"1536.21779456656"
"15";"L_";"ACAFLA02";"L_ACAFLA02";"Leucocytozoon";"Passeriformes";"Fringillidae";"Carduelis";"Carduelis_flammea";"Wild";"North_America";"United_States";64,5138888888889;-145,259444444444;"partial_mig";"variable";"1536.21779456656";"1536.21779456656"
"16";"L_";"ACAFLA02";"L_ACAFLA02";"Leucocytozoon";"Passeriformes";"Fringillidae";"Carduelis";"Carduelis_flammea";"Wild";"North_America";"United_States";63,9461111111111;-146,38;"partial_mig";"variable";"1536.21779456656";"1536.21779456656"
"17";"L_";"ACAFLA02";"L_ACAFLA02";"Leucocytozoon";"Passeriformes";"Fringillidae";"Loxia";"Loxia_leucoptera";"Wild";"North_America";"United_States";66,2261111111111;-147,467222222222;"partial_mig";"short";"1783.72778133917";"1783.72778133917"
"18";"L_";"ACAFLA03";"L_ACAFLA03";"Leucocytozoon";"Passeriformes";"Fringillidae";"Carduelis";"Carduelis_flammea";"Wild";"North_America";"United_States";64,5138888888889;-145,259444444444;"partial_mig";"variable";"1536.21779456656";"1536.21779456656"
"19";"L_";"ACAFLA03";"L_ACAFLA03";"Leucocytozoon";"Passeriformes";"Fringillidae";"Carduelis";"Carduelis_flammea";"Wild";"North_America";"United_States";63,9461111111111;-146,38;"partial_mig";"variable";"1536.21779456656";"1536.21779456656"
"20";"L_";"ACAFLA03";"L_ACAFLA03";"Leucocytozoon";"Passeriformes";"Fringillidae";"Carduelis";"Carduelis_flammea";"Wild";"North_America";"United_States";64,6572222222222;-144,522777777778;"partial_mig";"variable";"1536.21779456656";"1536.21779456656"
"21";"L_";"ACAFLA03";"L_ACAFLA03";"Leucocytozoon";"Passeriformes";"Fringillidae";"Carduelis";"Carduelis_flammea";"Wild";"North_America";"United_States";66,2261111111111;-147,467222222222;"partial_mig";"variable";"1536.21779456656";"1536.21779456656"
"22";"L_";"ACAFLA03";"L_ACAFLA03";"Leucocytozoon";"Passeriformes";"Tyrannidae";"Empidonax";"Empidonax_alnorum";"Wild";"North_America";"United_States";66,2261111111111;-147,467222222222;"strict_mig";"long";"5697.05710471679";"5697.05710471679"
"23";"L_";"ACAFLA03";"L_ACAFLA03";"Leucocytozoon";"Passeriformes";"Tyrannidae";"Empidonax";"Empidonax_flaviventris";"Wild";"North_America";"United_States";67,4944444444444;-143,345555555556;"strict_mig";"long";"3658.96411193278";"3658.96411193278"
"24";"L_";"ACAFLA03";"L_ACAFLA03";"Leucocytozoon";"Passeriformes";"Tyrannidae";"Empidonax";"Empidonax_hammondii";"Wild";"North_America";"United_States";67,3847222222222;-145,921666666667;"strict_mig";"variable";"2379.18487216491";"2379.18487216491"
"25";"L_";"ACAFLA03";"L_ACAFLA03";"Leucocytozoon";"Passeriformes";"Fringillidae";"Junco";"Junco_hyemalis";"Wild";"North_America";"United_States";66,2261111111111;-147,467222222222;"partial_mig";"variable";"1585.20387452338";"1585.20387452338"
"26";"L_";"ACAFLA03";"L_ACAFLA03";"Leucocytozoon";"Passeriformes";"Fringillidae";"Junco";"Junco_hyemalis";"Wild";"North_America";"United_States";67,4944444444444;-143,345555555556;"partial_mig";"variable";"1585.20387452338";"1585.20387452338"
"27";"L_";"ACAFLA03";"L_ACAFLA03";"Leucocytozoon";"Passeriformes";"Fringillidae";"Loxia";"Loxia_leucoptera";"Wild";"North_America";"United_States";64,5138888888889;-145,259444444444;"partial_mig";"short";"1783.72778133917";"1783.72778133917"
"28";"L_";"ACAFLA03";"L_ACAFLA03";"Leucocytozoon";"Passeriformes";"Fringillidae";"Loxia";"Loxia_leucoptera";"Wild";"North_America";"United_States";66,2261111111111;-147,467222222222;"partial_mig";"short";"1783.72778133917";"1783.72778133917"
"29";"L_";"ACAFLA03";"L_ACAFLA03";"Leucocytozoon";"Passeriformes";"Fringillidae";"Melospiza";"Melospiza_lincolnii";"Wild";"North_America";"United_States";67,4944444444444;-143,345555555556;"strict_mig";"variable";"2357.97406282039";"2357.97406282039"
"30";"L_";"ACAFLA03";"L_ACAFLA03";"Leucocytozoon";"Passeriformes";"Fringillidae";"Passerculus";"Passerculus_sandwichensis";"Wild";"North_America";"United_States";63,9461111111111;-146,38;"partial_mig";"variable";"2163.91503200172";"1622.73934676547"
"31";"L_";"ACAFLA03";"L_ACAFLA03";"Leucocytozoon";"Passeriformes";"Fringillidae";"Passerculus";"Passerculus_sandwichensis";"Wild";"North_America";"United_States";64,6572222222222;-144,522777777778;"partial_mig";"variable";"2163.91503200172";"1622.73934676547"
"32";"L_";"ACAFLA03";"L_ACAFLA03";"Leucocytozoon";"Passeriformes";"Parulidae";"Dendroica";"Dendroica_coronata";"Wild";"North_America";"United_States";66,2261111111111;-147,467222222222;"partial_mig";"variable";"2070.21281974192";"2070.21281974192"
"33";"L_";"ACAFLA03";"L_ACAFLA03";"Leucocytozoon";"Passeriformes";"Fringillidae";"Zonotrichia";"Zonotrichia_leucophrys";"Wild";"North_America";"United_States";64,5138888888889;-145,259444444444;"partial_mig";"variable";"2350.74105432252";"2350.74105432252"
"34";"L_";"ACAFLA04";"L_ACAFLA04";"Leucocytozoon";"Passeriformes";"Fringillidae";"Carduelis";"Carduelis_flammea";"Wild";"North_America";"United_States";64,5138888888889;-145,259444444444;"partial_mig";"variable";"1536.21779456656";"1536.21779456656"
"35";"L_";"ACAFLA05";"L_ACAFLA05";"Leucocytozoon";"Passeriformes";"Fringillidae";"Carduelis";"Carduelis_flammea";"Wild";"North_America";"United_States";63,9461111111111;-146,38;"partial_mig";"variable";"1536.21779456656";"1536.21779456656"
"36";"P_";"ACAGR1";"P_ACAGR1";"Plasmodium";"Passeriformes";"Sylviidae";"Acrocephalus";"Acrocephalus_agricola";"Wild";"Asia";"Russia";0;0;"strict_mig";"variable";"2127.92881362418";"2127.92881362418"
"37";"P_";"ACAGR1";"P_ACAGR1";"Plasmodium";"Passeriformes";"Fringillidae";"Fringilla";"Fringilla_coelebs";"Wild";"Europe";"Serbia";44,85;21,1;"partial_mig";"variable";"1734.11838094111";"1734.11838094111"
"38";"H_";"ACAGR2";"H_ACAGR2";"Haemoproteus";"Cuculiformes";"Cuculidae";"Eudynamys";"Eudynamys_scolopaceus";"Wild";"Asia";"India";0;0;"partial_mig";"variable";"1559.52760069078";"1559.52760069078"
"39";"H_";"ACAGR2";"H_ACAGR2";"Haemoproteus";"Passeriformes";"Cisticolidae";"Prinia";"Prinia_inornata";"Wild";"Asia";"India";0;0;"resident";"resident";"0";"775.474124794434"
"40";"H_";"ACAGR2";"H_ACAGR2";"Haemoproteus";"Passeriformes";"Muscicapidae";"Saxicoloides";"Saxicoloides_fulicatus";"Wild";"Asia";"India";0;0;"resident";"resident";"0";"467.022351864352"
"41";"H_";"ACAGR2";"H_ACAGR2";"Haemoproteus";"Passeriformes";"Sylviidae";"Acrocephalus";"Acrocephalus_agricola";"Wild";"Europe";"Bulgaria";43,6666666666667;28,5333333333333;"strict_mig";"variable";"2127.92881362418";"2127.92881362418"
"42";"H_";"ACAGR2";"H_ACAGR2";"Haemoproteus";"Passeriformes";"Sylviidae";"Acrocephalus";"Acrocephalus_agricola";"Wild";"Asia";"Russia";0;0;"strict_mig";"variable";"2127.92881362418";"2127.92881362418"
"43";"H_";"ACAGR2";"H_ACAGR2";"Haemoproteus";"Passeriformes";"Sylviidae";"Acrocephalus";"Acrocephalus_agricola";"Wild";"Europe";"Bulgaria";0;0;"strict_mig";"variable";"2127.92881362418";"2127.92881362418"
"44";"H_";"ACAGR2";"H_ACAGR2";"Haemoproteus";"Passeriformes";"Sylviidae";"Acrocephalus";"Acrocephalus_agricola";"Wild";"Europe";"Bulgaria";43,6666666666667;28,5333333333333;"strict_mig";"variable";"2127.92881362418";"2127.92881362418"
"45";"H_";"ACATEN01";"H_ACATEN01";"Haemoproteus";"Passeriformes";"Meliphagidae";"Acanthorhynchus";"Acanthorhynchus_tenuirostris";"Wild";"Oceania";"Australia";0;0;"resident";"resident";"0";"314.448556513613"
"46";"P_";"ACCBAD01";"P_ACCBAD01";"Plasmodium";"Falconiformes";"Accipitridae";"Accipiter";"Accipiter_badius";"Wild";"Asia";"Thailand";0;0;"partial_mig";"variable";"2360.33863342629";"2360.33863342629"
"47";"L_";"ACCBRE01";"L_ACCBRE01";"Leucocytozoon";"Falconiformes";"Accipitridae";"Accipiter";"Accipiter_brevipes";"Wild";"Asia";"Israel";0;0;"strict_mig";"long";"3284.87688912783";"3284.87688912783"
"48";"L_";"ACCBRE02";"L_ACCBRE02";"Leucocytozoon";"Falconiformes";"Accipitridae";"Accipiter";"Accipiter_brevipes";"Wild";"Asia";"Kazakhstan";0;0;"strict_mig";"long";"3284.87688912783";"3284.87688912783"
"49";"L_";"ACCBRE03";"L_ACCBRE03";"Leucocytozoon";"Falconiformes";"Accipitridae";"Accipiter";"Accipiter_brevipes";"Wild";"Asia";"Kazakhstan";0;0;"strict_mig";"long";"3284.87688912783";"3284.87688912783"
"50";"L_";"ACCFRA01";"L_ACCFRA01";"Leucocytozoon";"Falconiformes";"Accipitridae";"Accipiter";"Accipiter_francesiae";"Wild";"Africa";"Madagascar";0;0;"resident";"resident";"0";"209.296138317989"
"51";"L_";"ACCFRA02";"L_ACCFRA02";"Leucocytozoon";"Falconiformes";"Accipitridae";"Accipiter";"Accipiter_francesiae";"Wild";"Africa";"Madagascar";-14,4388888888889;51,0055555555556;"resident";"resident";"0";"209.296138317989"
"52";"L_";"ACCFRA02";"L_ACCFRA02";"Leucocytozoon";"Falconiformes";"Accipitridae";"Accipiter";"Accipiter_madagascariensis";"Wild";"Africa";"Madagascar";-14,4388888888889;51,0055555555556;"resident";"resident";"0";"209.374021710163"
"53";"L_";"ACCGEN01";"L_ACCGEN01";"Leucocytozoon";"Falconiformes";"Accipitridae";"Accipiter";"Accipiter_gentilis";"Wild";"Europe";"Czech_Republic";0;0;"partial_mig";"short";"2094.96121674578";"2094.96121674578"
"54";"L_";"ACCGEN02";"L_ACCGEN02";"Leucocytozoon";"Falconiformes";"Accipitridae";"Accipiter";"Accipiter_gentilis";"Wild";"Europe";"Czech_Republic";0;0;"partial_mig";"short";"2094.96121674578";"2094.96121674578"
"55";"L_";"ACCGEN03";"L_ACCGEN03";"Leucocytozoon";"Falconiformes";"Accipitridae";"Accipiter";"Accipiter_gentilis";"Wild";"Europe";"Czech_Republic";0;0;"partial_mig";"short";"2094.96121674578";"2094.96121674578"
"56";"H_";"ACCGUL01";"H_ACCGUL01";"Haemoproteus";"Falconiformes";"Accipitridae";"Accipiter";"Accipiter_gularis";"Wild";"Asia";"China";40,2722222222222;118,588888888889;"strict_mig";"long";"2689.84702062088";"2689.84702062088"
"57";"H_";"ACCGUL02";"H_ACCGUL02";"Haemoproteus";"Falconiformes";"Accipitridae";"Accipiter";"Accipiter_gularis";"Wild";"Asia";"China";40,2722222222222;118,588888888889;"strict_mig";"long";"2689.84702062088";"2689.84702062088"
"58";"H_";"ACCNIS01";"H_ACCNIS01";"Haemoproteus";"Falconiformes";"Accipitridae";"Accipiter";"Accipiter_nisus";"Wild";"Asia";"China";40,2722222222222;118,588888888889;"partial_mig";"variable";"2989.56519493249";"2989.56519493249"
"59";"H_";"ACCNIS02";"H_ACCNIS02";"Haemoproteus";"Falconiformes";"Accipitridae";"Accipiter";"Accipiter_nisus";"Wild";"Asia";"China";40,2722222222222;118,588888888889;"partial_mig";"variable";"2989.56519493249";"2989.56519493249"
"60";"H_";"ACCNIS03";"H_ACCNIS03";"Haemoproteus";"Falconiformes";"Accipitridae";"Accipiter";"Accipiter_nisus";"Wild";"Asia";"China";40;116,666666666667;"partial_mig";"variable";"2989.56519493249";"2989.56519493249"
"61";"L_";"ACCNIS04";"L_ACCNIS04";"Leucocytozoon";"Falconiformes";"Accipitridae";"Accipiter";"Accipiter_nisus";"Wild";"Asia";"China";40;116,666666666667;"partial_mig";"variable";"2989.56519493249";"2989.56519493249"
"62";"P_";"ACCNIS05";"P_ACCNIS05";"Plasmodium";"Falconiformes";"Accipitridae";"Accipiter";"Accipiter_nisus";"Wild";"Asia";"China";40,4388888888889;117,711111111111;"partial_mig";"variable";"2989.56519493249";"2989.56519493249"
"63";"L_";"ACCOP01";"L_ACCOP01";"Leucocytozoon";"Falconiformes";"Accipitridae";"Accipiter";"Accipiter_cooperii";"Wild";"North_America";"United_States";0;0;"partial_mig";"variable";"1168.84152820243";"1168.84152820243"
"64";"P_";"ACCSOL01";"P_ACCSOL01";"Plasmodium";"Falconiformes";"Accipitridae";"Accipiter";"Accipiter_soloensis";"Wild";"Asia";"Philippines";13,55;124,216666666667;"strict_mig";"long";"2398.51986821228";"2398.51986821228"
"65";"P_";"ACCTAC01";"P_ACCTAC01";"Plasmodium";"Falconiformes";"Accipitridae";"Accipiter";"Accipiter_tachiro";"Wild";"Africa";"Gabon";0;0;"resident";"resident";"0";"612.754118084541"
"66";"P_";"ACCTAC01";"P_ACCTAC01";"Plasmodium";"Passeriformes";"Pycnonotidae";"Bleda";"Bleda_eximius";"Wild";"Africa";"Gabon";0;0;"resident";"resident";"0";"156.479515374011"
"67";"P_";"ACCTAC01";"P_ACCTAC01";"Plasmodium";"Passeriformes";"Pycnonotidae";"Bleda";"Bleda_syndactylus";"Wild";"Africa";"Gabon";0;0;"resident";"resident";"0";"538.359220843555"
"68";"P_";"ACCTAC01";"P_ACCTAC01";"Plasmodium";"Piciformes";"Picidae";"Campethera";"Campethera_nivosa";"Wild";"Africa";"Gabon";0;0;"resident";"resident";"0";"554.121681856292"
"69";"P_";"ACCTAC01";"P_ACCTAC01";"Plasmodium";"Passeriformes";"Muscicapidae";"Fraseria";"Fraseria_cinerascens";"Wild";"Africa";"Gabon";0;0;"resident";"resident";"0";"523.47406921355"
"70";"P_";"ACCTAC01";"P_ACCTAC01";"Plasmodium";"Coraciiformes";"Meropidae";"Merops";"Merops_malimbicus";"Wild";"Africa";"Gabon";0;0;"partial_mig";"short";"859.200846445183";"859.200846445183"
"71";"P_";"ACCTAC01";"P_ACCTAC01";"Plasmodium";"Passeriformes";"Turdidae";"Neocossyphus";"Neocossyphus_poensis";"Wild";"Africa";"Gabon";0;0;"resident";"resident";"0";"461.724178540008"
"72";"P_";"ACCTAC01";"P_ACCTAC01";"Plasmodium";"Passeriformes";"Corvidae";"Oriolus";"Oriolus_brachyrhynchus";"Wild";"Africa";"Gabon";0;0;"resident";"resident";"0";"505.163462892294"
"73";"P_";"ACCTAC01";"P_ACCTAC01";"Plasmodium";"Passeriformes";"Ploceidae";"Ploceus";"Ploceus_nigricollis";"Wild";"Africa";"Gabon";0;0;"resident";"resident";"0";"741.594244917987"
"74";"P_";"ACCTAC01";"P_ACCTAC01";"Plasmodium";"Passeriformes";"Turdidae";"Zoothera";"Zoothera_camaronensis";"Wild";"Africa";"Gabon";0;0;"resident";"resident";"0";"149.144155227862"
"75";"P_";"ACCTAC01";"P_ACCTAC01";"Plasmodium";"Passeriformes";"Muscicapidae";"Ficedula";"Ficedula_albicollis";"Wild";"Europe";"Hungary";47,7166666666667;19,0166666666667;"strict_mig";"long";"6644.40380459117";"6644.40380459117"
"76";"P_";"ACCTAC01";"P_ACCTAC01";"Plasmodium";"Passeriformes";"Muscicapidae";"Ficedula";"Ficedula_albicollis";"Wild";"Europe";"Sweden";0;0;"strict_mig";"long";"6644.40380459117";"6644.40380459117"
"77";"P_";"ACCTAC01";"P_ACCTAC01";"Plasmodium";"Passeriformes";"Muscicapidae";"Ficedula";"Ficedula_albicollis";"Wild";"Europe";"Sweden";57,1666666666667;16,9666666666667;"strict_mig";"long";"6644.40380459117";"6644.40380459117"
"78";"P_";"ACCTAC01";"P_ACCTAC01";"Plasmodium";"Passeriformes";"Turdidae";"Alethe";"Alethe_fuelleborni";"Wild";"Africa";"Tanzania";0;0;"resident";"resident";"0";"132.770740075739"
"79";"P_";"ACCTAC01";"P_ACCTAC01";"Plasmodium";"Passeriformes";"Muscicapidae";"Ficedula";"Ficedula_albicollis";"Wild";"Europe";"Sweden";57,1666666666667;16,9666666666667;"strict_mig";"long";"6644.40380459117";"6644.40380459117"
"80";"P_";"ACCTAC01";"P_ACCTAC01";"Plasmodium";"Passeriformes";"Alaudidae";"Mirafra";"Mirafra_rufocinnamomea";"Wild";"Africa";"Malawi";-9,95;34,5027777777778;"resident";"resident";"0";"912.867979672364"
"81";"P_";"ACCTAC01";"P_ACCTAC01";"Plasmodium";"Passeriformes";"Sturnidae";"Neocichla";"Neocichla_gutturalis";"Wild";"Africa";"Malawi";-9,95;34,5027777777778;"resident";"resident";"0";"167.543382337307"
"82";"P_";"ACCTAC01";"P_ACCTAC01";"Plasmodium";"Bucerotiformes";"Bucerotidae";"Tockus";"Tockus_alboterminatus";"Wild";"Africa";"Malawi";-8,56388888888889;35,6611111111111;"resident";"resident";"0";"609.302050258071"
"83";"P_";"ACCTAC01";"P_ACCTAC01";"Plasmodium";"Gruiformes";"Rallidae";"Crex";"Crex_crex";"Wild";"Europe";"France";47,5833333333333;0,5;"strict_mig";"long";"7298.36403247875";"7298.36403247875"
"84";"P_";"ACCTAC01";"P_ACCTAC01";"Plasmodium";"Passeriformes";"Ploceidae";"Euplectes";"Euplectes_hordeaceus";"Wild";"Africa";"Gabon";0;0;"resident";"resident";"0";"871.029082791311"
"85";"P_";"ACCTAC01";"P_ACCTAC01";"Plasmodium";"Passeriformes";"Muscicapidae";"Ficedula";"Ficedula_hypoleuca";"Wild";"Europe";"United_Kingdom";52,25;-2,5;"strict_mig";"long";"5286.26767557973";"5286.26767557973"
"86";"P_";"ACCTAC01";"P_ACCTAC01";"Plasmodium";"Passeriformes";"Muscicapidae";"Ficedula";"Ficedula_albicollis";"Wild";"Europe";"Sweden";57,1666666666667;18,3333333333333;"strict_mig";"long";"6644.40380459117";"6644.40380459117"
"87";"H_";"ACDUM1";"H_ACDUM1";"Haemoproteus";"Passeriformes";"Sylviidae";"Acrocephalus";"Acrocephalus_dumetorum";"Wild";"Europe";"Lithuania";0;0;"strict_mig";"long";"3199.54940838699";"3199.54940838699"
"88";"H_";"ACDUM1";"H_ACDUM1";"Haemoproteus";"Passeriformes";"Sylviidae";"Acrocephalus";"Acrocephalus_dumetorum";"Wild";"Asia";"India";31,4038888888889;79,2930555555556;"strict_mig";"long";"3199.54940838699";"3199.54940838699"
"89";"H_";"ACDUM1";"H_ACDUM1";"Haemoproteus";"Passeriformes";"Sylviidae";"Acrocephalus";"Acrocephalus_dumetorum";"Wild";"Asia";"India";32,6861111111111;80,3688888888889;"strict_mig";"long";"3199.54940838699";"3199.54940838699"
"90";"H_";"ACDUM1";"H_ACDUM1";"Haemoproteus";"Passeriformes";"Sylviidae";"Acrocephalus";"Acrocephalus_dumetorum";"Wild";"Asia";"India";32,5022222222222;79,5661111111111;"strict_mig";"long";"3199.54940838699";"3199.54940838699"
"91";"H_";"ACDUM1";"H_ACDUM1";"Haemoproteus";"Passeriformes";"Sylviidae";"Acrocephalus";"Acrocephalus_dumetorum";"Wild";"Asia";"India";13,8988888888889;79,8055555555555;"strict_mig";"long";"3199.54940838699";"3199.54940838699"
"92";"H_";"ACDUM1";"H_ACDUM1";"Haemoproteus";"Passeriformes";"Sylviidae";"Acrocephalus";"Acrocephalus_dumetorum";"Wild";"Asia";"India";31,4038888888889;79,2930555555556;"strict_mig";"long";"3199.54940838699";"3199.54940838699"
"93";"H_";"ACDUM1";"H_ACDUM1";"Haemoproteus";"Passeriformes";"Sylviidae";"Phylloscopus";"Phylloscopus_trochilus";"Wild";"Asia";"Iran";0;0;"strict_mig";"long";"6870.03323463227";"6870.03323463227"
"94";"H_";"ACDUM1";"H_ACDUM1";"Haemoproteus";"Passeriformes";"Sylviidae";"Acrocephalus";"Acrocephalus_dumetorum";"Wild";"Asia";"Iran";0;0;"strict_mig";"long";"3199.54940838699";"3199.54940838699"
"95";"H_";"ACDUM2";"H_ACDUM2";"Haemoproteus";"Passeriformes";"Sylviidae";"Acrocephalus";"Acrocephalus_dumetorum";"Wild";"Asia";"Russia";0;0;"strict_mig";"long";"3199.54940838699";"3199.54940838699"
"96";"H_";"ACDUM2";"H_ACDUM2";"Haemoproteus";"Passeriformes";"Sylviidae";"Hippolais";"Hippolais_polyglotta";"Wild";"Europe";"Spain";0;0;"strict_mig";"long";"3109.36277940259";"3109.36277940259"
"97";"H_";"ACDUM2";"H_ACDUM2";"Haemoproteus";"Passeriformes";"Sylviidae";"Hippolais";"Hippolais_polyglotta";"Wild";"Europe";"France";0;0;"strict_mig";"long";"3109.36277940259";"3109.36277940259"
"98";"H_";"ACDUM2";"H_ACDUM2";"Haemoproteus";"Passeriformes";"Sylviidae";"Hippolais";"Hippolais_polyglotta";"Wild";"Europe";"Germany";0;0;"strict_mig";"long";"3109.36277940259";"3109.36277940259"
"99";"H_";"ACDUM2";"H_ACDUM2";"Haemoproteus";"Passeriformes";"Sylviidae";"Acrocephalus";"Acrocephalus_agricola";"Wild";"Europe";"Bulgaria";43,6666666666667;28,5333333333333;"strict_mig";"variable";"2127.92881362418";"2127.92881362418"
"100";"H_";"ACDUM2";"H_ACDUM2";"Haemoproteus";"Passeriformes";"Sylviidae";"Acrocephalus";"Acrocephalus_agricola";"Wild";"Asia";"Russia";0;0;"strict_mig";"variable";"2127.92881362418";"2127.92881362418"
"101";"H_";"ACDUM2";"H_ACDUM2";"Haemoproteus";"Passeriformes";"Sylviidae";"Acrocephalus";"Acrocephalus_agricola";"Wild";"Asia";"Kazakhstan";46,85;74,9333333333333;"strict_mig";"variable";"2127.92881362418";"2127.92881362418"
"102";"H_";"ACDUM2";"H_ACDUM2";"Haemoproteus";"Passeriformes";"Sylviidae";"Acrocephalus";"Acrocephalus_agricola";"Wild";"Europe";"Bulgaria";0;0;"strict_mig";"variable";"2127.92881362418";"2127.92881362418"
"103";"H_";"ACDUM2";"H_ACDUM2";"Haemoproteus";"Passeriformes";"Sylviidae";"Acrocephalus";"Acrocephalus_scirpaceus";"Wild";"Asia";"Turkey";40,3736111111111;37,7586111111111;"strict_mig";"long";"4222.12328959601";"4222.12328959601"
"104";"H_";"ACDUM2";"H_ACDUM2";"Haemoproteus";"Passeriformes";"Sylviidae";"Acrocephalus";"Acrocephalus_dumetorum";"Wild";"Asia";"India";31,4038888888889;79,2930555555556;"strict_mig";"long";"3199.54940838699";"3199.54940838699"
"105";"H_";"ACDUM2";"H_ACDUM2";"Haemoproteus";"Passeriformes";"Sylviidae";"Acrocephalus";"Acrocephalus_dumetorum";"Wild";"Asia";"India";32,6861111111111;80,3688888888889;"strict_mig";"long";"3199.54940838699";"3199.54940838699"
"106";"H_";"ACDUM2";"H_ACDUM2";"Haemoproteus";"Passeriformes";"Sylviidae";"Acrocephalus";"Acrocephalus_dumetorum";"Wild";"Asia";"India";32,5022222222222;79,5661111111111;"strict_mig";"long";"3199.54940838699";"3199.54940838699"
"107";"H_";"ACDUM2";"H_ACDUM2";"Haemoproteus";"Passeriformes";"Sylviidae";"Acrocephalus";"Acrocephalus_dumetorum";"Wild";"Asia";"India";13,8988888888889;79,8055555555555;"strict_mig";"long";"3199.54940838699";"3199.54940838699"
"108";"H_";"ACDUM2";"H_ACDUM2";"Haemoproteus";"Passeriformes";"Sylviidae";"Acrocephalus";"Acrocephalus_dumetorum";"Wild";"Asia";"India";31,4038888888889;79,2930555555556;"strict_mig";"long";"3199.54940838699";"3199.54940838699"
"109";"H_";"ACDUM2";"H_ACDUM2";"Haemoproteus";"Passeriformes";"Sylviidae";"Acrocephalus";"Acrocephalus_agricola";"Wild";"Europe";"Bulgaria";43,6666666666667;28,5333333333333;"strict_mig";"variable";"2127.92881362418";"2127.92881362418"
"110";"H_";"ACDUM2";"H_ACDUM2";"Haemoproteus";"Passeriformes";"Sylviidae";"Acrocephalus";"Acrocephalus_dumetorum";"Wild";"Asia";"Iran";0;0;"strict_mig";"long";"3199.54940838699";"3199.54940838699"
"111";"H_";"ACDUM2";"H_ACDUM2";"Haemoproteus";"Passeriformes";"Aegithalidae";"Aegithalos";"Aegithalos_caudatus";"Wild";"Asia";"Iran";0;0;"resident";"resident";"0";"1315.15928332703"
"112";"H_";"ACDUM3";"H_ACDUM3";"Haemoproteus";"Passeriformes";"Sylviidae";"Acrocephalus";"Acrocephalus_dumetorum";"Wild";"Asia";"India";31,4038888888889;79,2930555555556;"strict_mig";"long";"3199.54940838699";"3199.54940838699"
